,force,temperature,width
0,1.84130245049523,-2.31949186381235,98.6359637963401
1,1.99973927776183,0.853720263586427,56.0346242323981
2,-3.8145443675165,-0.720224260637427,114.015806709686
3,4.50772482932459,-2.83788520965711,72.9406580481745
4,-4.35026591546958,3.87398668535402,152.589043537374
5,3.9657987068382,1.82325607615267,42.9973188128552
6,0.024265288228288,-1.44739528973865,178.745020588264
7,0.772854651655496,-1.03266397807523,157.400795955751
8,-2.06674499871257,-3.35347511092186,106.395795323106
9,-4.66817100400472,3.35561824099642,200.316485305932
10,4.40176491447152,-2.61397167322915,51.1275503797802
11,2.24459280580745,-1.26589117961011,62.1805119954051
12,3.88517345643368,4.56846623133574,390.325811011849
13,-0.561801678916898,2.03431591427047,86.5429859009968
14,-1.10771291251999,2.13723234159453,70.8357735933734
15,-4.65387727207829,2.96965763831857,193.765974558859
16,0.50537332084753,-4.6792923398885,475.091812360966
17,4.53668965161262,-3.78558714331411,174.427445720997
18,-4.74820492316172,2.47543721073807,228.174348790764
19,3.98321479765914,4.67744820200028,446.842508999617
20,3.61612479179482,3.16657322277454,71.621911099557
21,0.447213703748494,3.68825523834595,100.285622109529
22,1.34371648623417,-3.60413264696924,217.583158944598
23,-3.92407968012663,-1.3048547878366,94.604869042719
24,0.60028359023773,-3.71910266420936,261.408800224376
25,-3.36618685772166,-3.7230112777112,23.7167007293125
26,-4.80717759739751,1.44325221873924,278.222437782459
27,4.6160833566795,-3.02402307449475,98.768007714054
28,3.23550057255147,-3.19854736566011,55.7253399950243
29,1.2069369567991,0.936175625197267,98.2559763870258
30,-4.71831028100626,-2.39073384063051,114.739812576181
31,-0.168010135422077,2.02484049838911,89.4604087089926
32,4.12757096845523,3.58032170641385,191.418215900273
33,-3.49748029413643,4.17087109565454,76.7868574141792
34,-3.570253993904,-3.12298865081827,2.5619421753759
35,1.71560564079464,1.3658508075437,56.4559340866716
36,1.23109383899237,-1.6238366169924,133.202902442728
37,4.55541598266395,-0.75802918804921,84.3849885566933
38,-0.692761153016205,-1.7584104495252,171.928312394776
39,-0.926305241253462,4.00995229090335,104.079630803084
40,-3.06237787184442,4.793877093805,176.959261280531
41,1.64466327286577,0.858606946003339,76.6283043705787
42,-4.63967948166786,1.56283527548488,230.744021251551
43,2.0519307919277,1.24682048979779,42.2380789595019
44,3.28946327066108,4.80875726064598,398.318898134637
45,-3.99973234773518,4.33657046934075,148.066941098902
46,-3.95023970364267,4.06488967603019,106.215788567108
47,-2.48446892898779,-0.320839951135397,114.517637621987
48,-2.15382682491063,4.82464363612061,201.829763562023
49,-0.727116920403475,2.53703670328352,64.6180991441616
50,0.59484206094112,-3.02789580646881,194.614023912997
51,4.51747832906067,2.74390092046209,173.12609409183
52,0.423991874043002,-1.95850196191282,170.80513788445
53,-2.56608378774743,-0.230175314888926,112.078772656203
54,-0.389293710886156,3.19802728589335,66.5836993180357
55,-3.76540932542392,1.02399935256605,112.076257583748
56,-3.47751671901094,2.87091687433785,20.7104115295488
57,4.99206445328864,0.171532194675008,202.505730510186
58,1.95131608808356,2.36920978697214,23.5814588932113
59,-2.28953393079628,3.76589202564992,27.9042952019354
60,-3.43718321916534,-0.139578001133486,108.983651579903
61,3.41526011082094,2.76217950093354,28.0998983787423
